Date Started,Who am I,Rating,Was your issue resolved,Comments,Who worked on your issue
12/4/2017,Other,5,Yes,"Very helpful,solved my problem in a very short time.","Thomas, Specialist"
12/4/2017,Vendor,5,No,Need to contact Ariba.  Number was provided by eVA rep.,"Lakeia, Specialist"
12/4/2017,Vendor,5,Yes,"the representative was pleasant and helpful, and stayed on the line to be sure the issue was resolved","Miranda, Specialist"
12/4/2017,Vendor,5,Yes,representative was friendly and helpful.,"Natasha, Specialist"
12/4/2017,Vendor,5,Yes,"Very short wait to talk to someone.  She was able to help me, although I still don't understand what caused the problem.  It has been resolved","Joann, Specialist"
12/4/2017,Vendor,5,Yes,Jennifer was very helpful and patient in resolving my issue with,"Jennifer, Specialist"
12/4/2017,Vendor,5,Yes,Jennifer was very courteous and helpful.,"Jennifer, Specialist"
12/1/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
12/1/2017,Buyer,5,Yes,[No Answer Entered],"Thomas, Specialist"
12/1/2017,Vendor,5,No,[No Answer Entered],"Thomas, Specialist"
12/1/2017,Vendor,5,Yes,[No Answer Entered],"Sherry, Specialist"
12/1/2017,Vendor,5,Yes,[No Answer Entered],"Sherry, Specialist"
12/1/2017,SWaM,5,Yes,CSR was very knowledgeable and helpful,"Jennifer, Specialist"
12/1/2017,Buyer,5,Yes,Great Service! Very Helpful,"Miranda, Specialist"
12/1/2017,Buyer,5,Yes,Natasha was extremely helpful and knowledgeable. One question lead to another and she responded to all three questions I had. This was the first time I called the eVA customer care and did so from the training I received at the Forum eVA classes.,"Natasha, Specialist"
12/1/2017,Buyer,5,Yes,QUICK ANSWER!,"Natasha, Specialist"
12/1/2017,Vendor,5,Yes,The customer service representative i spoke to was very knowledgeable and vey congenial,"Lakeia, Specialist"
12/1/2017,Vendor,5,Yes,"Representative was very professional, polite, courteous, and knowledgeable","Joann, Specialist"
12/1/2017,Vendor,5,Yes,She was very helpful and made some good suggestions.,"Jennifer, Specialist"
12/1/2017,Vendor,5,Yes,Service Representative was knowledgeable and helpful.,"Jennifer, Specialist"
11/30/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
11/30/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
11/30/2017,Buyer,5,No,[No Answer Entered],"Lakeia, Specialist"
11/30/2017,Buyer,5,Yes,[No Answer Entered],"Teresa, Lead"
11/30/2017,Buyer,5,Yes,[No Answer Entered],"Sherry, Specialist"
11/30/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
11/30/2017,Vendor,4,Yes,very quick to answer - didn't stay on hold at all - very prompt service -,"Jennifer, Specialist"
11/30/2017,Buyer,5,Yes,She provided excellent customer service. Thank you,"Sherry, Specialist"
11/30/2017,Buyer,5,Yes,Great Job! Can't get my job done efficiently without you.,"Natasha, Specialist"
11/30/2017,Buyer,5,Yes,Very professional.,"Natasha, Specialist"
11/30/2017,Buyer,5,Yes,rep knew what I needed and answer my question even before I asked. very good.,"Jennifer, Specialist"
11/30/2017,Vendor,5,Yes,Your person solved our login problem promptly and efficiently.,"Lakeia, Specialist"
11/29/2017,Buyer,3,No,[No Answer Entered],"Lakeia, Specialist"
11/29/2017,Other,4,Yes,[No Answer Entered],"Natasha, Specialist"
11/29/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
11/29/2017,Vendor,5,Yes,[No Answer Entered],"Thomas, Specialist"
11/29/2017,Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
11/29/2017,Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
11/29/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
11/29/2017,Vendor,5,Yes,[No Answer Entered],"Jennifer, Specialist"
11/29/2017,Buyer,5,Yes,None Very Happy,"Miranda, Specialist"
11/29/2017,Buyer,5,Yes,Extremely helpful.  Security issue with password took several calls to resolve but the EVA representative was very helpful and explained the situation and follow-up with phone calls.,"Lakeia, Specialist"
11/29/2017,Buyer,5,Yes,"Very nice, patient, pleasant and efficient.","Joann, Specialist"
11/29/2017,Buyer,5,Yes,Excellent Help!,"Joann, Specialist"
11/29/2017,Buyer,5,Yes,The customer care representative was  extremely knowledgeable and took care of my problem she directed me I&#8217;m on,"Jennifer, Specialist"
11/29/2017,Buyer,5,Yes,"Great experience, she was polite, helped me to resolve issue VERY quickly.  Now I know what to do next time!","Jennifer, Specialist"
11/29/2017,Vendor,5,Yes,"I don't remember who I talked to (I ""think"" Thomas).  He was sooooo very helpful.  THANKS!","Thomas, Specialist"
11/29/2017,Vendor,5,Yes,Sherry was excellent.,"Sherry, Specialist"
11/29/2017,Vendor,5,Yes,Sherry was very pleasant and provided the necessary information and even offered to stay on the line while I tried to accomplish the task. She was great!,"Sherry, Specialist"
11/29/2017,Vendor,5,Yes,Sherry helped us get our login info fixed and resolved things easily and efficiently. I called again later to learn how to correct our W9 in the system and got the info (fax #) we needed quickly. Great work! :) Thanks!,"Sherry, Specialist"
11/29/2017,Vendor,5,Yes,Natasha was awesome to work with.  She gave me the same wonderful customer service as before.,"Natasha, Specialist"
11/29/2017,Vendor,5,Yes,"System locked out, the rep helped me get back in quickly.  Was very professional and polite.  Great job I am able to get back to work.  Thank you so much for your support!","Lakeia, Specialist"
11/29/2017,Vendor,5,Yes,VERY helpful and friendly! Thank you!! :),"Lakeia, Specialist"
11/29/2017,Vendor,5,Yes,"Very polite, very patient, helped me with log in issue","Joann, Specialist"
11/29/2017,Vendor,5,Yes,Very good response time.,"Lakeia, Specialist"
11/28/2017,Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
11/28/2017,Other,5,Yes,[No Answer Entered],"Joann, Specialist"
11/28/2017,Buyer,5,No,[No Answer Entered],"Jennifer, Specialist"
11/28/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
11/28/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
11/28/2017,Buyer,5,Yes,Natasha went the extra mile and helped me with what I need to accomplish.,"Natasha, Specialist"
11/28/2017,Buyer,5,Yes,The representative asked questions to ensure she totally understood what my needs were.  I was having issues with my password.,"Jennifer, Specialist"
11/28/2017,Buyer,5,Yes,"eVA Customer Care was extremely pleasant, helpful, and responsive. Keep up the great work!!!!","Jennifer, Specialist"
11/28/2017,Buyer,5,Yes,"I received a phone call within a few hours of my e-mail, and the specialist was really helpful. Great work!!!!","Thomas, Specialist"
11/28/2017,Vendor,5,Yes,Great!!!!!,"Jennifer, Specialist"
11/27/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
11/27/2017,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
11/27/2017,Buyer,5,Yes,[No Answer Entered],"Thomas, Specialist"
11/27/2017,Buyer,5,Yes,[No Answer Entered],"Thomas, Specialist"
11/27/2017,Vendor,5,Yes,[No Answer Entered],"Sherry, Specialist"
11/27/2017,SWaM,5,Yes,"Jennifer was very professional,courteous and patient.","Jennifer, Specialist"
11/27/2017,Other,5,Yes,"Awesome experience, each time I call you all are so helpful and nice. I think her name was Joy? if so thanks for all your great help! :)","Joann, Specialist"
11/27/2017,Buyer,5,No,The AE has to correct my mailing address.,"Joann, Specialist"
11/27/2017,Buyer,5,Yes,No issues gave good detailed explanation,"Natasha, Specialist"
11/27/2017,Buyer,5,Yes,Got back to me quickly < 1/2 day.  Very nice person on the line.  Fix was easy.,"Jennifer, Specialist"
11/27/2017,Buyer,5,Yes,Excellent customer service. Very patient. Thank you.,"Jennifer, Specialist"
11/27/2017,Buyer,5,Yes,"I actually spoke to two people. Both were very professional, patient and helpful  I was given the best customer service By both representatives Sherry and I believe Natasha","Sherry, Specialist"
11/27/2017,Vendor,5,Yes,"Very friendly and prompt response. It would be nice to have an easier way to set up a forgotten username/password through the website, but there was no wait at all by phone, so it was not hassle.","Sherry, Specialist"
11/27/2017,Vendor,5,Yes,Very friendly and helpful,"Natasha, Specialist"
11/27/2017,Vendor,5,Yes,Easy. Very helpful.,"Jennifer, Specialist"
11/27/2017,Vendor,5,Yes,Jennifer was a pleasure to work with. Her professionalism/knowledge was beyond question and she is a people person. She is an asset to your organization and I hope she is recognized as such.,"Jennifer, Specialist"
11/27/2017,Vendor,5,No,"The representative was very helpful in leading me in the right direction to have my issue resolved.  I was contacting the wrong department. When I contact them, then I should have my issue resolved, but my experience the with Customer Care Rep with eVA wa","Natasha, Specialist"
11/22/2017,Buyer,5,Yes,exceptional customer service,"Jennifer, Specialist"
11/21/2017,Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
11/21/2017,SWaM,5,Yes,[No Answer Entered],"Jennifer, Specialist"
11/21/2017,Buyer,5,Yes,[No Answer Entered],"Natasha, Specialist"
11/21/2017,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
11/21/2017,Buyer,2,No,"This system is user-unfriendly to the extreme.  I cringe when I must use this system, and the stress ruins my entire day...sometimes my week or month.  I am horrified that we are forced to contend with your monster and truly believe the people who call th","Jennifer, Specialist"
11/21/2017,Buyer,5,Yes,"Sherry was a great help. She understood my problem immediately, assured me she could fix it and did. She was patient, phonetically spelling words that are difficult to ascertain over the telephone, and friendly. Great job!","Sherry, Specialist"
11/21/2017,Buyer,5,Yes,"Very friendly, helpful and pleasant to talk to.  Sherry provided information needed and responded quickly to my email being sent.  She offered to stay on the line until my password reset came through, but I declined as not needed.  Call superbly handled!","Sherry, Specialist"
11/21/2017,Buyer,5,Yes,Great attitude,"Joann, Specialist"
11/21/2017,Buyer,5,Yes,very helpful; I called on behalf of a vendor who did not get his answers resolved when he previously called; i gave him the info I was given and it was mission accomplished.,"Natasha, Specialist"
11/21/2017,Vendor,5,Yes,"My experience was great. I wish we could speak to a live person rather than leaving a message and waiting on a callback, but the assistant was very helpful.","Natasha, Specialist"
11/21/2017,Vendor,5,Yes,very pleasant voice for 4pm. Guided me to solve my problem it was fixed in 5 minutes.,"Lakeia, Specialist"
11/21/2017,Vendor,5,Yes,very courteous and helpful,"Joann, Specialist"
11/21/2017,Vendor,5,Yes,"Being NEW to this entire process, It was pleasure to speak to the representatives each time I needed to call. They were all VERY courteous and knowledgeable. With the number of times I needed to call(at least 6) it never mattered they were all super!!!","Joann, Specialist"
11/21/2017,Vendor,5,Yes,Very helpful!  It only took 3 minutes to iron out my password issues.,"Jennifer, Specialist"
11/21/2017,Vendor,5,Yes,The representative that helped me was friendly and fast,"Jennifer, Specialist"
11/21/2017,Vendor,5,Yes,I called to confirm my Vendor ID# for my first solicitation that I am responding to.,"Joann, Specialist"
11/20/2017,Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
11/20/2017,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
11/20/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
11/20/2017,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
11/20/2017,Buyer,4,Yes,I emailed and asked for a complaint form for a purchase and was provided a phone number to call. The person on the phone provided the answer but I could have just as easily gotten the answer via email sooner if the email team had responded and directed me,"Natasha, Specialist"
11/20/2017,Buyer,5,Yes,Great customer service.,"Sherry, Specialist"
11/20/2017,Buyer,5,Yes,"cannot remember the name but the Lady, was very helpful and patient. thank you.","Lakeia, Specialist"
11/20/2017,Buyer,5,Yes,The representative I spoke with was helpful and personable. The brief interaction I had with her genuinely positively impacted my day.,"Natasha, Specialist"
11/20/2017,Buyer,5,Yes,Joann was very helpful and patient in assisting me with a question involving creating and adding a new ad hoc vendor in my Quick Quote No. QQ223138.  She stayed on the phone with me until I made sure the vendor was added to my mailing list.,"Joann, Specialist"
11/20/2017,Vendor,5,Yes,"Your rep was courteous and very helpful.
Also nice and professional.","Sherry, Specialist"
11/20/2017,Vendor,5,Yes,The person was very kind.  They did not rush me at all.,"Natasha, Specialist"
11/20/2017,Vendor,5,Yes,Great help and very professional yet personable,"Natasha, Specialist"
11/20/2017,Vendor,5,Yes,"knowledgeable, professional, helpful and friendly","Lakeia, Specialist"
11/20/2017,Vendor,5,Yes,Very patience and willing to work to resolve my issue,"Jennifer, Specialist"
11/20/2017,Vendor,5,Yes,Thank you for your assistance.,"Jennifer, Specialist"
11/17/2017,Vendor,5,Yes,[No Answer Entered],"Lakeia, Specialist"
11/17/2017,Buyer,4,Yes,[No Answer Entered],"Thomas, Specialist"
11/17/2017,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
11/17/2017,Buyer,5,Yes,[No Answer Entered],"Lakeia, Specialist"
11/17/2017,Buyer,5,Yes,[No Answer Entered],"Joann, Specialist"
11/17/2017,Vendor,5,Yes,[No Answer Entered],"Sherry, Specialist"
11/17/2017,Vendor,5,Yes,[No Answer Entered],"Natasha, Specialist"
11/17/2017,Vendor,5,Yes,[No Answer Entered],"Joann, Specialist"
11/17/2017,Buyer,4,No,I was referred to someone who is presently working to resolve my problem,"Lakeia, Specialist"
11/17/2017,Buyer,4,Yes,The customer care was good...I was able to accomplish my task and get the job done.,"Lakeia, Specialist"
11/17/2017,Buyer,5,Yes,"Lakeia was most helpful in explaining the problem that I was experiencing was a widespread outage. She also understood my concern that I would be conducting eVA training and needed access to eVA if possible. Thankfully, the problem was resolved by the tim","Lakeia, Specialist"
11/17/2017,Buyer,5,Yes,Great Customer Service,"Natasha, Specialist"
11/17/2017,Buyer,5,Yes,Great Customer Service,"Joann, Specialist"
