Date Started,Who am I,Rating for Cust Care,Was your issue resolved?,Contact Customer?,Comments about Customer Care,Rating for eVA,Comments about eVA Overall,Who worked on your issue
6/20/2019,SWaM (SBSD),5,Yes,No,Very Professional,5,Not certain of the name of which specialist helped me over the phone.  Very pleased with the customer service.,"Joann, Specialist"
6/21/2019,Buyer,5,Yes,No,Pleased with the service I received. No issues or concerns.,5,eVA Customer Service staff is always pleasant and very resourceful whenever I call.,"Sherry, Specialist"
6/21/2019,Vendor,5,Yes,No,Update W9 and change of address,5,The customer care person was very nice and helpful,"Joann, Specialist"
6/21/2019,Buyer,5,Yes,No,[No Answer Entered],5,"Thank you for your assistance with my issue.  I appreciate the time you too to handle which I admit was a small problem.  You folks are always willing to help.
","Natasha, Lead"
6/21/2019,Buyer,1,No,Yes,There are attachments in requisition PR2075426 that I cannot access. I need the attachments sent to me.,1,"The eva system is supposed to store records, the fact that I cannot access the files is unacceptable. VERY DISAPPOINTING","Sherry, Specialist"
6/21/2019,Vendor,5,Yes,No,[No Answer Entered],5,Miranda was very patient and helpful.,"Miranda, Specialist"
6/21/2019,Vendor,4,No,No,Very knowledgeable. Was told I could upload form but does not seem we have access to add attachment. May need to call back to get help again once form completed.,5,Need to resolve issue with W-9 tab to match registered name. Will submit new W-9 but not sure if this will correct the issue until submitted.,"Chandra, Specialist"
6/21/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/21/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/21/2019,Buyer,5,Yes,No,THE PERSON I SPOKE WITH WAS VERY HELPFUL AND  CUSTOMER ORIENTED. THEY POINTED ME IN THE RIGHT DIRECTION.,5,I FEEL THAT EVA COULD BE A LITTLE MORE USER FRIENDLY. IT IS HARD TO NAVIGATE WHEN FIRST LEARNING TO USE CERTAIN FEATURES.,"Chandra, Specialist"
6/21/2019,Vendor,5,Yes,Yes,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
6/21/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/21/2019,Buyer,5,Yes,No,The agent was very patient & resourceful. Thank you,5,[No Answer Entered],"Portia, Specialist"
6/21/2019,Vendor,5,Yes,No,Awesome Customer Service,5,Very Helpful,"Portia, Specialist"
6/24/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/24/2019,Vendor,5,Yes,No,The young lady promise to send an email that she did. The person last week did not.,5,[No Answer Entered],"Sherry, Specialist"
6/24/2019,Vendor,5,Yes,No,Excellent Job,5,[No Answer Entered],"Joann, Specialist"
6/24/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/24/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/24/2019,Other,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
6/24/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
6/24/2019,Vendor,5,Yes,No,"I had great service from the people I worked with and appreciate the follow ups from my original email, calls from Chandra and help over the phone from Sherry",5,[No Answer Entered],"Sherry, Specialist"
6/24/2019,Vendor,5,Yes,No,Wonderful customer service.,5,[No Answer Entered],"Jennifer, Specialist"
6/24/2019,Buyer,5,Yes,No,The young lady was very efficient and professional and answered all my questions. She provide excellent service.,4,"At times, I go under the ""Search"" engine to look up PO's and it comes up that there are none.  However, I have processed several but no PO's or requisitions appear. It states ""No items available"".","Jennifer, Specialist"
6/24/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Joann, Specialist"
6/25/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
6/25/2019,Vendor,5,Yes,No,My issue wasn't resolved but I was told how to resolve it.,5,[No Answer Entered],"Natasha, Lead"
6/25/2019,Buyer,5,Yes,No,Always excellent.  Thank you.,5,[No Answer Entered],"Sherry, Specialist"
6/25/2019,Vendor,5,Yes,No,"Help desk did help with sign in..very nice 
But system to bid was a horror to use ..pop up block in 2 versions... Explorer or Chrome ..
Very UN-Friendly to use",1,"Every year we need to go thru this aggravation 
I almost didn't bid because of it..
The only reason I put up with it is, because the VA blind school 
is a long term customer
and the people there sincerely nice people","Chandra, Specialist"
6/25/2019,Buyer,5,Yes,No,"Joann was very helpful and walked me through the usual things to see if any of those was an issue.  When it became apparent that she could not help me even with the assist feature, she got another person involved to find the problem and offer a solution.",5,"I love eVA.  eVA is (in my mind) very user-friendly.  While I love a lot about eVA, but it seems that she has been moving very slowly lately.  I hope that something can be done to improve her speed and help me to be more efficient.","Joann, Specialist"
6/25/2019,Vendor,5,Yes,No,"Wonderful, professional experience.",5,No complaints.,"Chandra, Specialist"
6/25/2019,Vendor,5,Yes,No,Patient and Understanding,5,[No Answer Entered],"Chandra, Specialist"
6/25/2019,Vendor,5,Yes,No,Thanks,5,Thanks,"Jennifer, Specialist"
6/25/2019,Vendor,5,Yes,No,IT WAS EXCELLENT,5,Miranda was so patient and helpful  !!!,"Miranda, Specialist"
6/25/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/25/2019,Vendor,5,Yes,No,"I am not a computer person, so Ms. Chandra had to be very patient. 
 And she was! Thank you!",5,[No Answer Entered],"Chandra, Specialist"
6/25/2019,Vendor,5,Yes,No,She was fantastic - very helpful and patient,5,I wish i could give her a '6' -- i wish i could rmember her name but I THINK it might have been Jennifer... ?,"Jennifer, Specialist"
6/25/2019,Vendor,5,Yes,No,The customer service rep I talked to could not have been more helpful. She did an amazing job.,5,[No Answer Entered],"Portia, Specialist"
6/25/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/25/2019,Buyer,5,No,No,Very polite and helpful,5,Issue wasn't resolved but not due to the support offered.,"Miranda, Specialist"
6/25/2019,Buyer,5,Yes,No,[No Answer Entered],4,[No Answer Entered],"Chandra, Specialist"
6/25/2019,Vendor,5,Yes,No,Great Service,5,Very pleasant and helpful,"Portia, Specialist"
6/25/2019,Vendor,5,Yes,No,Very Good Service!,5,[No Answer Entered],"Joann, Specialist"
6/25/2019,Buyer,5,Yes,No,She was so helpful!! Thank you :),5,[No Answer Entered],"Miranda, Specialist"
6/25/2019,Other,5,Yes,No,Great!,5,N/A,"Jennifer, Specialist"
6/26/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
6/26/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
6/26/2019,Vendor,4,Yes,No,It was okay can stank a little more improvement on the greeting side,5,It is all in customer service how they greet that customer. their tone of voice and attitude  and how well they know there job.,"Chandra, Specialist"
6/26/2019,Buyer,4,No,No,[No Answer Entered],4,[No Answer Entered],"Joann, Specialist"
6/26/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
6/26/2019,Buyer,4,Yes,No,[No Answer Entered],4,[No Answer Entered],"Chandra, Specialist"
6/26/2019,Vendor,5,Yes,No,Hold time was short and issues was resolved quickly.,5,[No Answer Entered],"Portia, Specialist"
6/27/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
6/27/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
6/27/2019,Buyer,5,Yes,No,"I called on a conference call with a Vendor.  Portia provided excellent customer service.  She was knowledgeable, patient and a great listener. I would rate her as a very valuable employee.",5,Great!,"Portia, Specialist"
6/27/2019,Vendor,5,Yes,No,"POLITE, PROFESSIONAL, KNOWLEDGEABLE",5,[No Answer Entered],"Jennifer, Specialist"
6/27/2019,Buyer,5,Yes,No,Thank you so much. The person who helped me was so nice and helpful.,4,For me it is a great program.,"Portia, Specialist"
6/27/2019,Vendor,5,Yes,No,VERY SATISFIED,5,[No Answer Entered],"Sherry, Specialist"
6/27/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
6/28/2019,Vendor,5,Yes,No,Excellent and quick response,5,[No Answer Entered],"Sherry, Specialist"
6/28/2019,SWaM (SBSD),5,Yes,No,Excellent!!!,5,[No Answer Entered],"Devyonne, Specialist"
6/28/2019,Vendor,5,Yes,No,Very good,5,Thanks,"Sherry, Specialist"
6/28/2019,Vendor,5,Yes,Yes,Excellent customer care.,5,"Very efficient. Very clear instructions. Well done.
My organization is HBCU Community Development Action Coalition.
The person who helped me did a very good job. Unfortunately I forgot her name.I think it was Chaundra.","Portia, Specialist"
6/28/2019,SWaM (SBSD),5,Yes,No,Excellent Customer service,5,Excellent and Easy,"Chandra, Specialist"
6/28/2019,Vendor,5,Yes,No,The gentleman I spoke with was extremely helpful.,5,Thank you!,"Jamel ""Mel"", Lead"
6/28/2019,Buyer,1,No,Yes,"no service received, left a voice message for Kelly Gill 804-225-2377 no response and we have stuff that needs approved in eVA.",1,need a call back today to reset my profile,"Portia, Specialist"
6/28/2019,Vendor,5,Yes,No,service rep did a marvelous job,5,this customer care rep present eva well. outstanding employee.,"Sherry, Specialist"
6/28/2019,Vendor,5,Yes,No,Sherry was very helpful,5,N/A,"Sherry, Specialist"
6/28/2019,Vendor,5,Yes,No,Excellent!,5,[No Answer Entered],"Devyonne, Specialist"
7/1/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
7/1/2019,Vendor,5,No,No,Evidently when I set up my husbands account for snow plowing last year I didn't put my name on it and so I cannot get help with the log in.  It is a big inconvenience as now my husband has to stop working to make a call during your business hours to update or get his user ID.,4,Lady was very polite and to the point.,"Chandra, Specialist"
7/1/2019,Buyer,4,No,No,Analyst unable to answer question.  Vendor approved on 6-24-19 and it has not interfaced to us for mapping.  The process normally occurs the next day.  I will contact Cardinal.,5,[No Answer Entered],"Joann, Specialist"
7/1/2019,Buyer,5,Yes,No,Very patient.,5,[No Answer Entered],"Devyonne, Specialist"
7/1/2019,Vendor,5,Yes,No,"I am very satisfied and the customer care person was very helpful, courteous and knowledgeable.",5,The website registration had a number of places that needed to be filled out.  Sherry helped me with all of these.  She is very knowledgeable in the sytem.,"Sherry, Specialist"
7/1/2019,Buyer,4,Yes,No,[No Answer Entered],4,[No Answer Entered],"Chandra, Specialist"
7/1/2019,Vendor,5,Yes,No,"Sherry, the customer service representative, was very helpful.",5,"searching is difficult on the site.  hard to filter what you are looking for,.","Sherry, Specialist"
7/1/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Devyonne, Specialist"
7/1/2019,Buyer,5,Yes,No,Great service,5,[No Answer Entered],"Portia, Specialist"
7/1/2019,Vendor,5,Yes,No,Very courteous and quick to get resolved,5,[No Answer Entered],"Chandra, Specialist"
7/1/2019,Vendor,5,Yes,No,Customer Care took care of my need. Thanks,5,They were very professional in their line of work. Thanks,"Joann, Specialist"
7/1/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
7/1/2019,Vendor,5,Yes,No,The staff person was very helpful and patient.,5,[No Answer Entered],"Sherry, Specialist"
7/2/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Jennifer, Specialist"
7/2/2019,Buyer,5,Yes,No,Very prompt,5,[No Answer Entered],"Sherry, Specialist"
7/2/2019,Vendor,5,Yes,No,"Great customer service, fast response time! Thank you!",5,[No Answer Entered],"Devyonne, Specialist"
7/2/2019,Vendor,5,Yes,Yes,Very helpful and patience Thanks,5,Very professional,"Devyonne, Specialist"
7/2/2019,Vendor,5,Yes,No,She was very thorough and knowledgeable.,5,[No Answer Entered],"Chandra, Specialist"
7/2/2019,Vendor,5,Yes,No,The young lady (Sherry I think) was VERY nice and VERY helpful!!  I wish all Government employees were as nice and helpful as her.   Very pleasant experience and easily remedied with her help.  She's a keeper!!   Thank you!,5,Very pleasant experience.  Did not take long to get my answer and the employee who helped me was great!   Very helpful and very professional and she knew her stuff!,"Sherry, Specialist"
7/2/2019,Vendor,5,Yes,Yes,In a word: outstanding!,5,"The staff member with whom I spoke was courteous, patient and knowledgeable.  Thank you!","Portia, Specialist"
7/2/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Chandra, Specialist"
7/2/2019,Other,5,Yes,No,Stellar - as usual!,5,[No Answer Entered],"Jennifer, Specialist"
7/2/2019,Buyer,5,Yes,Yes,I had a problem with a vendors address in the system and the representative was able to help to understand where the problem was coming from.  She gave me the information to provide to the vendor to correct the issue and I was please with her customer service skills and patience.,5,This was the first time that I had to call eVA customer care and I must say that I was very pleased with the outcome.,"Jennifer, Specialist"
7/3/2019,Vendor,5,Yes,No,Very helpful thanks again!,5,Paper Work can be confusing and would be great if w9 could be emailed instead of seaching the world for a Fax machine.,"Sherry, Specialist"
7/3/2019,Buyer,5,Yes,No,[No Answer Entered],5,Great Customer Service,"Sherry, Specialist"
7/3/2019,Vendor,5,Yes,No,Jennifer was professional and provided all the necessary support.,5,[No Answer Entered],"Jennifer, Specialist"
7/3/2019,Buyer,5,Yes,No,Excellent as always. Thanks,5,[No Answer Entered],"Miranda, Specialist"
7/3/2019,Buyer,5,No,No,Portia called me about my question but she did not know when the APSPM would be revised and available.,5,[No Answer Entered],"Portia, Specialist"
7/3/2019,Other,5,Yes,No,The team was prompt and provided excellent customer service.,5,[No Answer Entered],"Miranda, Specialist"
7/3/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Sherry, Specialist"
7/3/2019,Vendor,5,Yes,No,Great service very patient,5,[No Answer Entered],"Chandra, Specialist"
7/3/2019,Vendor,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Miranda, Specialist"
7/3/2019,Buyer,5,Yes,No,[No Answer Entered],5,[No Answer Entered],"Portia, Specialist"
7/3/2019,Vendor,5,Yes,No,Great informative,5,[No Answer Entered],"Portia, Specialist"
7/8/2019,Vendor,5,Yes,No,Chandra was extremely knowledgeable and patient.,5,[No Answer Entered],"Chandra, Specialist"
